iter	RMSE
552	0.4210595757
553	0.4210230986
554	0.4209932301
555	0.4209724302
556	0.4209426758
557	0.4209135907
558	0.4208854602
559	0.4208542419
560	0.4208169092
561	0.4207840814
562	0.4207439269
563	0.4207141446
564	0.4206965874
565	0.4206822218
566	0.4206630653
567	0.4206464252
568	0.4206094128
569	0.4205716923
570	0.4205419487
571	0.4205203172
572	0.4204940062
573	0.420461991
574	0.4204270769
575	0.4203976994
576	0.420377429
577	0.4203370689
578	0.4203054714
579	0.4202714508
580	0.4202367053
581	0.4202119927
582	0.4201939874
583	0.4201851962
584	0.4201674198
585	0.4201358683
586	0.4201287096
587	0.4201092989
588	0.4200749688
589	0.4200451757
590	0.420012868
591	0.419965938
592	0.419939728
593	0.4199105776
594	0.4198816613
595	0.4198529198
596	0.4198320405
597	0.4198007229
598	0.4197626896
599	0.4197464473
600	0.4197170863
601	0.4196939198
602	0.4196645334
603	0.41963743
604	0.4196091722
605	0.4195675057
606	0.4195323897
607	0.4195045717
608	0.4194658392
609	0.419433742
610	0.41940899
611	0.4193811375
612	0.4193481572
613	0.4193244021
614	0.419301736
615	0.4192699784
616	0.4192323733
617	0.4192220457
618	0.4191987053
619	0.4191541207
620	0.4191226714
621	0.4191113876
622	0.4190767817
623	0.4190452764
624	0.4190123875
625	0.4189869894
626	0.4189599261
627	0.4189315584
628	0.4189041282
629	0.4188882396
630	0.4188650381
631	0.4188263608
632	0.4188110844
633	0.4187906181
634	0.4187745545
635	0.4187410007
636	0.4187068483
637	0.4186916724
638	0.4186712295
639	0.4186404365
640	0.4186009093
641	0.4185694997
642	0.4185492754
643	0.4185144476
644	0.4185023198
645	0.4184847965
646	0.418446652
647	0.4184255989
648	0.4183983454
649	0.4183559614
650	0.4183311381
651	0.4183044152
652	0.4182811792
653	0.4182613804
654	0.4182317384
655	0.418193057
656	0.418181611
657	0.4181496348
658	0.4181271888
659	0.4180929709
660	0.4180728563
661	0.4180440437
662	0.4180198864
663	0.4179934781
664	0.4179611528
665	0.4179349095
666	0.41789378
667	0.4178755577
668	0.4178383585
669	0.4178058429
670	0.4177691879
671	0.417746077
672	0.4177078974
673	0.4176844159
674	0.4176584319
675	0.4176466529
676	0.4176239068
677	0.4176158129
678	0.4175820895
679	0.4175568474
680	0.4175346552
681	0.417514288
682	0.4174748982
683	0.4174643556
684	0.4174372457
685	0.4174162705
686	0.4173836456
687	0.4173649261
688	0.4173363148
689	0.4173041705
690	0.4172484997
691	0.4172272717
692	0.4171930433
693	0.4171669596
694	0.4171515121
695	0.4171274935
696	0.4170991748
697	0.4170715337
698	0.4170601212
699	0.4170347638
700	0.4170253161
701	0.4170007047
702	0.4169682245
703	0.4169276551
704	0.4169216442
705	0.4168692921
706	0.4168488487
707	0.4168220042
708	0.4167931491
709	0.4167801276
710	0.4167641674
711	0.4167370922
712	0.4167015807
713	0.4166805501
714	0.4166586691
715	0.416625964
716	0.4165811412
717	0.4165677485
718	0.416548792
719	0.4165255318
720	0.4164924751
721	0.4164654029
722	0.4164405282
723	0.4164144734
724	0.4163875107
725	0.4163618934
726	0.4163411982
727	0.4163229084
728	0.4163005871
729	0.4162818248
730	0.4162545625
731	0.4162216574
732	0.4161915121
733	0.4161632762
734	0.4161527956
735	0.4161295376
736	0.4161065373
737	0.4160825861
738	0.4160675396
739	0.4160558923
740	0.4160350019
741	0.4160191259
742	0.4159887116
743	0.4159514778
744	0.415921892
745	0.4159098943
746	0.4158932992
747	0.4158596639
748	0.415823218
749	0.4158094595
750	0.4157885263
751	0.4157597076
752	0.4157402567
753	0.4157117117
754	0.4156813615
755	0.4156582292
756	0.4156210332
757	0.4156050865
758	0.4155854239
759	0.4155659626
760	0.4155401277
761	0.4155250534
762	0.4155008174
763	0.415471525
764	0.4154421566
765	0.4154177614
766	0.4153934067
767	0.4153881941
768	0.415366292
769	0.4153436504
770	0.4153218106
771	0.4152925695
772	0.4152783572
773	0.4152548144
774	0.4152412734
775	0.4152233756
776	0.4151984955
777	0.4151802573
778	0.415145274
779	0.415125091
780	0.4150998603
781	0.4150833937
782	0.4150615051
783	0.4150510855
784	0.4150290407
785	0.4149960049
786	0.4149764767
787	0.4149513016
788	0.4149317753
789	0.4149010262
790	0.4148635323
791	0.4148470968
792	0.4148252959
793	0.4148076704
794	0.4147804606
795	0.4147499179
796	0.4147242811
797	0.4146995945
798	0.4146915583
799	0.4146665925
800	0.414639683
801	0.414622145
802	0.4145926794
803	0.414571712
804	0.4145353517
805	0.4145131275
806	0.4144893779
807	0.4144633484
808	0.4144468822
809	0.4144365172
810	0.4144160003
811	0.4144085862
812	0.4143867314
813	0.4143700496
814	0.4143372914
815	0.414314932
816	0.4142902378
817	0.4142772044
818	0.4142521018
819	0.414231467
820	0.4141895908
821	0.4141705475
822	0.4141459269
823	0.4141254029
824	0.4141096655
825	0.414089645
826	0.4140634999
827	0.414046167
828	0.4140304603
829	0.4140087324
830	0.4139873813
831	0.4139626492
832	0.4139336398
833	0.4139129108
834	0.4138846219
835	0.4138536105
836	0.4138212103
837	0.4137956408
838	0.4137811486
839	0.4137474398
840	0.4137430187
841	0.4137066466
842	0.413698635
843	0.4136813877
844	0.4136737764
845	0.4136602474
846	0.4136481635
847	0.4136287396
848	0.4136038497
849	0.4135953675
850	0.4135707263
851	0.4135560295
852	0.413538774
853	0.4135108781
854	0.4134836159
855	0.4134649523
856	0.4134464701
857	0.4134354342
858	0.4134120241
859	0.413392207
860	0.4133719993
861	0.4133567614
862	0.413338783
863	0.413299439
864	0.4132907501
865	0.4132672801
866	0.4132424903
867	0.413226224
868	0.4131944924
869	0.4131846013
870	0.4131637548
871	0.4131462214
872	0.4131293274
873	0.4131083995
874	0.4130789213
875	0.4130578154
876	0.4130313861
877	0.4130096759
878	0.4129775363
879	0.4129606822
880	0.4129390093
881	0.4129178763
882	0.4129095506
883	0.4128902509
884	0.412869108
885	0.4128457924
886	0.4128158823
887	0.4127897947
888	0.4127566345
889	0.412737209
890	0.4127259575
891	0.4127009395
892	0.412683909
893	0.4126562252
894	0.4126417444
895	0.4126275521
896	0.4126079166
897	0.4125945316
898	0.4125749163
899	0.4125573926
900	0.4125483208
901	0.4125274747
902	0.4124977436
903	0.4124936495
904	0.4124708336
905	0.4124605248
906	0.4124414227
907	0.4124177844
908	0.4123890491
909	0.4123673053
910	0.4123546498
911	0.4123308852
912	0.4123099445
913	0.4122939224
914	0.4122753183
915	0.4122628224
916	0.4122287725
917	0.4122202148
918	0.4122015358
919	0.4121827391
920	0.4121671729
921	0.4121461217
922	0.412136284
923	0.4121078167
924	0.4120848988
925	0.4120692126
926	0.4120506544
927	0.4120207492
928	0.41199464
929	0.4119760467
930	0.4119593871
931	0.4119326864
932	0.4119172195
933	0.4119010349
934	0.4118855013
935	0.4118602131
936	0.4118417495
937	0.4118265223
938	0.4118100555
939	0.4117690943
940	0.4117358725
941	0.4117067607
942	0.4116865354
943	0.4116616309
944	0.4116343056
945	0.4116196932
946	0.4115975379
947	0.411587832
948	0.411572957
949	0.411555918
950	0.411539677
951	0.4115232942
952	0.411507219
953	0.4114853402
954	0.411464301
955	0.4114511054
956	0.4114362387
957	0.411425698
958	0.4114171852
959	0.411398621
960	0.4113714466
961	0.4113530328
962	0.4113274779
963	0.4113048551
964	0.4112842967
965	0.4112668357
966	0.4112476245
967	0.4112225231
968	0.4112001208
969	0.4111855842
970	0.411166661
971	0.411144768
972	0.4111181393
973	0.4110997844
974	0.4110869971
975	0.4110619283
976	0.4110372147
977	0.4110221646
978	0.4109979631
979	0.4109830292
980	0.4109615095
981	0.4109482216
982	0.4109273554
983	0.4109167797
984	0.4109023956
985	0.4108825795
